start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643164886902, 1643164890291, 273, 0, 91, 677, 20
1643164886162, 1643164889753, 412, 0, 267, 375, 27
1643164887899, 1643164891675, 346, 0, 73, 486, 19
1643164888423, 1643164892029, 360, 0, 96, 700, 23
1643164890058, 1643164894275, 330, 0, 99, 970, 22
1643164890655, 1643164895689, 349, 0, 245, 1741, 15
1643164890263, 1643164894252, 415, 0, 138, 1049, 93
1643164891915, 1643164899672, 334, 0, 152, 4423, 51
1643164892445, 1643164897576, 579, 0, 137, 1882, 18
1643164893147, 1643164899755, 501, 0, 317, 3028, 205
1643164893675, 1643164908343, 2988, 0, 154, 7799, 1030
1643164894284, 1643164906495, 590, 0, 212, 8458, 50
1643164893853, 1643164904393, 2805, 0, 278, 4095, 581
1643164895485, 1643164906521, 438, 0, 114, 8009, 75
1643164896069, 1643164907539, 1915, 0, 141, 3789, 2395
1643164890410, 1643164893322, 58, 0, 143, 450, 17
1643164891014, 1643164893970, 60, 0, 127, 903, 18
1643164896781, 1643164904789, 1193, 0, 187, 3819, 38
1643164892220, 1643164902481, 174, 0, 214, 4202, 3754
1643164892814, 1643164906261, 62, 0, 132, 10945, 51
1643164893420, 1643164899289, 247, 0, 153, 3447, 21
1643164894016, 1643164902663, 97, 0, 312, 2831, 3410
1643164894618, 1643164913131, 3823, 0, 119, 6918, 4654
1643164895219, 1643164904788, 3141, 0, 215, 4133, 39
1643164895827, 1643164906494, 647, 0, 149, 7692, 52
1643164900643, 1643164914833, 2936, 0, 223, 8656, 20
1643164902260, 1643164912792, 470, 0, 263, 2802, 4541
1643164897620, 1643164904584, 818, 0, 136, 3943, 66
1643164902419, 1643164909914, 1762, 0, 189, 2773, 218
1643164905097, 1643164916209, 1610, 0, 794, 5815, 60
1643164899430, 1643164912792, 3383, 0, 162, 3227, 4538
1643164900033, 1643164914327, 1270, 0, 248, 10333, 49
1643164900646, 1643164906211, 937, 0, 200, 2485, 75
1643164907425, 1643164923334, 4538, 0, 399, 8468, 18
1643164906998, 1643164916211, 1112, 0, 576, 5172, 58
1643164908655, 1643164923144, 2091, 0, 200, 9373, 15
1643164903034, 1643164907466, 98, 0, 202, 2200, 12
1643164903634, 1643164922317, 1250, 0, 203, 15159, 54
1643164908411, 1643164925001, 2395, 0, 261, 11361, 77
1643164904837, 1643164920321, 795, 0, 167, 12156, 81
1643164905442, 1643164916450, 2693, 0, 175, 6085, 42
1643164906048, 1643164916673, 1204, 0, 202, 7279, 113
1643164906638, 1643164916209, 630, 0, 371, 6258, 60
1643164907241, 1643164916211, 1378, 0, 667, 4903, 59
1643164907840, 1643164923003, 4502, 0, 317, 7989, 12
1643164908451, 1643164923065, 4811, 0, 114, 7692, 15
1643164909046, 1643164923853, 2166, 0, 262, 4017, 6371
1643164909645, 1643164921823, 1582, 0, 194, 7963, 548
1643164910248, 1643164925000, 933, 0, 234, 11489, 76
1643164910857, 1643164921990, 446, 0, 393, 8007, 287
1643164911453, 1643164931013, 4278, 0, 106, 10285, 2870
1643164912063, 1643164928085, 3754, 0, 203, 9621, 81
1643164916872, 1643164934643, 7158, 0, 200, 3912, 3920
1643164913254, 1643164920314, 4211, 0, 231, 581, 34
1643164913853, 1643164927607, 165, 0, 139, 7305, 4099
1643164914460, 1643164925001, 694, 0, 247, 7343, 76
1643164915062, 1643164928511, 616, 0, 198, 10309, 62
1643164915667, 1643164928536, 197, 0, 211, 10431, 87
1643164916269, 1643164921779, 1420, 0, 192, 1451, 58
1643164916867, 1643164928083, 796, 0, 156, 8179, 81
1643164917471, 1643164934694, 7032, 0, 169, 3617, 4120
1643164918076, 1643164934694, 6094, 0, 180, 4678, 3819
1643164918662, 1643164934694, 5506, 0, 217, 4342, 4124
1643164919264, 1643164933257, 4905, 0, 168, 6927, 92
1643164925037, 1643164942830, 4161, 0, 300, 7453, 3442
1643164920475, 1643164927748, 347, 0, 251, 4651, 16
1643164921065, 1643164933257, 965, 0, 409, 8624, 91
1643164927891, 1643164942832, 1594, 0, 280, 6504, 3422
1643164922273, 1643164938637, 83, 0, 435, 13443, 98
1643164922870, 1643164928536, 217, 0, 200, 3330, 87
1643164923473, 1643164942831, 6142, 0, 171, 7384, 3442
1643164924074, 1643164942831, 5573, 0, 425, 7110, 3441
1643164924674, 1643164936169, 130, 0, 170, 9058, 59
1643164925296, 1643164933382, 1848, 0, 124, 3987, 59
1643164925878, 1643164938637, 1396, 0, 232, 8622, 99
1643164926482, 1643164938503, 793, 0, 125, 9064, 77
1643164927082, 1643164938582, 214, 0, 268, 8898, 45
1643164927684, 1643164942830, 2528, 0, 278, 6757, 3554
1643164928280, 1643164942830, 1331, 0, 210, 7640, 3442
1643164928883, 1643164942830, 1472, 0, 293, 6482, 3554
1643164929483, 1643164942830, 571, 0, 371, 6403, 3551
1643164930080, 1643164935715, 2460, 0, 271, 972, 73
1643164930682, 1643164942356, 4160, 0, 169, 5229, 51
1643164931290, 1643164942234, 3719, 0, 204, 4970, 57
1643164931890, 1643164944453, 3345, 0, 276, 6935, 58
1643164932495, 1643164940514, 168, 0, 224, 5538, 49
1643164933096, 1643164942356, 380, 0, 154, 6703, 52
1643164933688, 1643164945683, 90, 0, 154, 9698, 36
1643164934294, 1643164942356, 192, 0, 126, 5579, 53
1643164934895, 1643164948019, 2815, 0, 103, 7787, 70
1643164935502, 1643164948249, 2230, 0, 138, 8431, 95
1643164936097, 1643164948019, 1552, 0, 139, 8309, 70
1643164936701, 1643164948247, 997, 0, 117, 8342, 96
1643164937302, 1643164954760, 4595, 0, 156, 10587, 34
1643164937910, 1643164944625, 753, 0, 193, 3606, 224
1643164938504, 1643164945981, 287, 0, 156, 4942, 14
1643164939112, 1643164954834, 4351, 0, 304, 8600, 106
1643164939704, 1643164952819, 3707, 0, 161, 6879, 10
1643164940313, 1643164947740, 783, 0, 167, 4631, 21
1643164940908, 1643164947658, 231, 0, 134, 4309, 12
1643164941519, 1643164952632, 207, 0, 229, 6002, 2618
1643164942105, 1643164955547, 678, 0, 259, 10149, 138
1643164942705, 1643164955077, 113, 0, 229, 9822, 32
1643164943301, 1643164954267, 2464, 0, 294, 5767, 140
1643164943914, 1643164952231, 1874, 0, 211, 1485, 2785
1643164944519, 1643164954860, 1269, 0, 312, 4384, 2034
1643164945120, 1643164954484, 711, 0, 326, 5544, 275
1643164945716, 1643164965029, 1663, 0, 145, 15337, 46
1643164946314, 1643164959223, 6325, 0, 655, 3689, 166
1643164946912, 1643164965830, 6802, 0, 675, 9020, 394
1643164947529, 1643164959501, 169, 0, 274, 9210, 141
1643164948116, 1643164959326, 76, 0, 179, 8234, 184
1643164948725, 1643164954617, 361, 0, 308, 3051, 112
1643164949331, 1643164965963, 3363, 0, 555, 3361, 7427
1643164949925, 1643164958058, 2874, 0, 644, 2707, 79
1643164950526, 1643164958251, 340, 0, 153, 5135, 13
1643164951118, 1643164965862, 250, 0, 278, 4907, 7328
1643164951724, 1643164965963, 1566, 0, 207, 3170, 7428
1643164952332, 1643164959222, 113, 0, 646, 3870, 165
1643164952946, 1643164973498, 2259, 0, 173, 11278, 4714
1643164953537, 1643164973498, 1857, 0, 324, 11014, 4715
1643164954127, 1643164965436, 271, 0, 196, 6971, 2061
1643164954733, 1643164968679, 626, 0, 559, 10458, 44
1643164955332, 1643164973499, 401, 0, 208, 10570, 4715
1643164955934, 1643164979858, 893, 0, 168, 20322, 42
1643164956535, 1643164973500, 2450, 0, 1415, 6009, 4715
1643164957138, 1643164973498, 5702, 0, 415, 4447, 3322
1643164957745, 1643164964730, 546, 0, 762, 3598, 89
1643164958345, 1643164966031, 519, 0, 344, 4777, 107
1643164958943, 1643164973497, 549, 0, 1213, 6083, 4716
1643164959542, 1643164973496, 466, 0, 629, 6082, 4715
1643164960141, 1643164979850, 556, 0, 222, 16853, 35
1643164960739, 1643164979858, 352, 0, 318, 16084, 40
1643164961358, 1643164979855, 1002, 0, 399, 15185, 39
1643164961940, 1643164979858, 548, 0, 321, 14667, 41
1643164962546, 1643164979857, 2991, 0, 292, 11948, 41
1643164963146, 1643164979857, 2506, 0, 482, 11666, 41
1643164963748, 1643164975121, 1994, 0, 743, 6219, 159
1643164964349, 1643164976214, 1170, 0, 746, 7110, 573
1643164964960, 1643164976214, 260, 0, 292, 8198, 574
1643164965550, 1643164977121, 1633, 0, 523, 7328, 15
1643164966153, 1643164982552, 2947, 0, 531, 8376, 2489
1643164966746, 1643164979604, 940, 0, 1008, 8785, 81
1643164967355, 1643164982555, 320, 0, 926, 8573, 3241
1643164967952, 1643164979600, 1198, 0, 459, 7669, 41
1643164968561, 1643164979601, 519, 0, 753, 7659, 78
1643164969149, 1643164979600, 4409, 0, 624, 3191, 78
1643164969766, 1643164982009, 4299, 0, 1492, 4316, 352
1643164970355, 1643164982575, 3990, 0, 1104, 5032, 200
1643164970962, 1643164982554, 2998, 0, 1183, 4962, 177
1643164975748, 1643164986469, 2794, 0, 409, 5081, 19
1643164976615, 1643164986140, 816, 0, 230, 5878, 101
1643164978963, 1643164986470, 607, 0, 678, 3548, 19
1643164978657, 1643164989202, 3874, 0, 225, 3811, 141
1643164973964, 1643164984236, 3126, 0, 148, 4524, 34
1643164980582, 1643164992449, 2354, 0, 171, 4478, 2793
1643164981184, 1643164992325, 1668, 0, 212, 4300, 2751
1643164981780, 1643164989429, 535, 0, 149, 4875, 88
1643164982383, 1643164989571, 354, 0, 150, 4355, 75
1643164982980, 1643164992452, 181, 0, 165, 3967, 2794
1643164983593, 1643164991923, 2132, 0, 127, 3685, 144
1643164984179, 1643164991997, 1960, 0, 273, 3468, 76
1643164984791, 1643164991723, 1106, 0, 344, 3172, 52
1643164985385, 1643164994162, 545, 0, 178, 5925, 51
1643164985990, 1643164991576, 211, 0, 252, 2848, 131
1643164986586, 1643164993855, 2060, 0, 143, 2835, 167
