start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643169321707, 1643169325574, 282, 0, 152, 874, 13
1643169322970, 1643169326970, 340, 0, 188, 646, 41
1643169321578, 1643169325090, 314, 0, 120, 471, 25
1643169322201, 1643169326058, 282, 0, 80, 785, 16
1643169324863, 1643169330886, 310, 0, 120, 2559, 64
1643169324439, 1643169331600, 395, 0, 100, 4239, 15
1643169325010, 1643169330952, 449, 0, 95, 2859, 15
1643169328697, 1643169343127, 2458, 0, 323, 8585, 85
1643169327239, 1643169338033, 1661, 0, 424, 3074, 2822
1643169328893, 1643169343251, 2251, 0, 332, 8693, 65
1643169327488, 1643169331921, 526, 0, 335, 1020, 17
1643169328047, 1643169342282, 3131, 0, 269, 8364, 22
1643169330711, 1643169343127, 512, 0, 422, 8612, 83
1643169329161, 1643169342282, 2244, 0, 205, 8212, 22
1643169331804, 1643169343370, 465, 0, 234, 7817, 60
1643169325193, 1643169328969, 61, 0, 136, 1430, 15
1643169325790, 1643169330795, 80, 0, 182, 2788, 34
1643169326385, 1643169330435, 66, 0, 104, 1795, 33
1643169332197, 1643169343127, 1340, 0, 387, 6408, 84
1643169327589, 1643169332827, 43, 0, 324, 2531, 15
1643169332331, 1643169343128, 1325, 0, 290, 6777, 85
1643169334998, 1643169346955, 907, 0, 597, 7309, 15
1643169329398, 1643169342283, 2353, 0, 219, 8178, 25
1643169335240, 1643169345730, 3801, 0, 380, 3219, 38
1643169330599, 1643169335574, 171, 0, 164, 2582, 58
1643169331200, 1643169343444, 171, 0, 365, 5032, 4472
1643169331794, 1643169343127, 1039, 0, 359, 7874, 82
1643169332402, 1643169345669, 2174, 0, 130, 8854, 42
1643169333012, 1643169343127, 1060, 0, 127, 6507, 83
1643169333607, 1643169347767, 3009, 0, 416, 8224, 389
1643169334206, 1643169347930, 2503, 0, 229, 8405, 551
1643169340050, 1643169354264, 1396, 0, 208, 9146, 958
1643169340576, 1643169354265, 1069, 0, 147, 8871, 956
1643169336005, 1643169346853, 621, 0, 174, 7841, 107
1643169342828, 1643169353640, 3410, 0, 258, 4314, 93
1643169341374, 1643169350828, 898, 0, 271, 4275, 1336
1643169343019, 1643169350313, 2614, 0, 315, 1887, 77
1643169338409, 1643169357611, 5422, 0, 173, 6093, 5429
1643169344211, 1643169354269, 293, 0, 131, 6290, 955
1643169344922, 1643169353639, 479, 0, 253, 5365, 93
1643169345430, 1643169365587, 1741, 0, 299, 8920, 6574
1643169346036, 1643169353640, 471, 0, 336, 4017, 91
1643169346846, 1643169365586, 947, 0, 270, 10201, 4436
1643169347192, 1643169365324, 2192, 0, 842, 12335, 162
1643169342609, 1643169354265, 619, 0, 174, 7976, 957
1643169343236, 1643169347531, 658, 0, 221, 1320, 31
1643169343818, 1643169354184, 2362, 0, 403, 4995, 442
1643169344422, 1643169353489, 2338, 0, 299, 4237, 83
1643169345019, 1643169359318, 379, 0, 214, 5342, 6515
1643169345630, 1643169350157, 520, 0, 248, 1703, 64
1643169346230, 1643169353639, 671, 0, 485, 4169, 90
1643169346828, 1643169353739, 79, 0, 429, 3990, 190
1643169347434, 1643169358504, 878, 0, 415, 7757, 50
1643169348032, 1643169365587, 599, 0, 276, 10202, 4602
1643169348622, 1643169358307, 156, 0, 262, 7066, 59
1643169349234, 1643169365502, 2263, 0, 251, 11353, 83
1643169349828, 1643169365585, 1767, 0, 239, 8327, 3418
1643169350437, 1643169358305, 1062, 0, 311, 4352, 123
1643169351040, 1643169370685, 3620, 0, 1566, 12256, 23
1643169351633, 1643169370683, 4274, 0, 391, 12212, 22
1643169352231, 1643169370683, 5775, 0, 305, 10317, 23
1643169352833, 1643169370683, 7836, 0, 161, 7719, 21
1643169353438, 1643169365586, 445, 0, 1590, 7797, 169
1643169354041, 1643169370685, 367, 0, 1452, 12419, 23
1643169354640, 1643169370933, 6873, 0, 752, 6402, 51
1643169355238, 1643169386513, 2769, 0, 363, 20168, 6060
1643169355844, 1643169371910, 6922, 0, 211, 6467, 59
1643169356439, 1643169370685, 1499, 0, 326, 10558, 24
1643169357050, 1643169379389, 9856, 0, 863, 9084, 15
1643169357645, 1643169388577, 9265, 0, 1153, 12074, 6479
1643169358260, 1643169370683, 323, 0, 698, 9383, 22
1643169358850, 1643169370682, 213, 0, 395, 9029, 21
1643169359456, 1643169388576, 7450, 0, 999, 12252, 6478
1643169360053, 1643169372221, 6721, 0, 1258, 2047, 109
1643169360652, 1643169388576, 5437, 0, 354, 14680, 5484
1643169361259, 1643169388578, 4830, 0, 354, 13994, 6171
1643169361853, 1643169388578, 4918, 0, 1050, 12900, 5484
1643169362454, 1643169388577, 4454, 0, 878, 12771, 5484
1643169363056, 1643169370683, 1139, 0, 160, 4532, 23
1643169363658, 1643169388576, 558, 0, 324, 15309, 6729
1643169364258, 1643169381780, 289, 0, 150, 14914, 18
1643169364867, 1643169388576, 1686, 0, 1368, 12194, 6476
1643169370694, 1643169401110, 7814, 0, 249, 19809, 121
1643169366062, 1643169388578, 4124, 0, 368, 9368, 6405
1643169366662, 1643169388576, 3272, 0, 184, 11029, 5484
