0	1000
1798	1000
3457	2125
9347	4375
19139	10000
13657	20125
22488	20125
35049	23500
76441	35875
163635	77500
387871	164125
627432	388000
750429	388000
789250	388000
733308	388000
806839	388000
827695	388000
1073390	465600
949710	465600
967236	465600
930231	465600
832660	465600
848650	465600
860409	465600
871615	465600
878741	465600
844575	465600
801901	465600
866648	465600
874544	465600
878412	465600
851131	465600
863037	465600
854660	465600
866862	465600
848973	465600
866978	465600
867974	465600
861846	465600
867003	465600
870368	465600
859709	465600
872658	465600
866803	465600
855235	465600
897783	465600
865999	465600
866203	465600
872991	465600
868554	465600
873458	465600
855836	465600
879616	465600
863803	465600
874047	465600
884062	465600
823979	465600
850651	465600
836971	465600
876744	465600
867042	465600
867770	465600
862592	465600
871989	465600
879378	465600
872449	465600
885345	465600
882874	465600
903464	465600
889192	465600
883102	465600
870076	465600
884743	465600
888074	465600
893881	465600
897217	465600
880300	465600
906155	465600
868908	465600
896621	465600
896160	465600
882847	465600
908324	465600
887293	465600
914660	465600
895660	465600
836086	465600
899078	465600
892424	465600
903357	465600
886393	465600
930306	465600
883689	465600
899047	465600
906731	465600
916939	465600
915734	465600
900694	465600
912128	465600
898972	465600
898684	465600
879160	465600
897806	465600
914332	465600
911110	465600
905378	465600
903847	465600
904069	465600
883714	465600
915012	465600
898026	465600
911753	465600
903147	465600
905363	465600
899005	465600
892828	465600
844474	465600
891087	465600
895515	465600
911649	465600
896155	465600
919788	465600
900822	465600
906597	465600
905986	465600
911377	465600
908505	465600
912156	465600
918430	465600
894794	465600
892965	465600
916551	465600
903648	465600
913554	465600
898887	465600
910838	465600
901671	465600
885738	465600
911679	465600
901589	465600
888679	465600
903507	465600
895999	465600
913268	465600
902148	465600
871066	465600
872461	465600
925890	465600
895719	465600
909888	465600
893734	465600
897992	465600
902415	465600
911207	465600
899112	465600
914408	465600
893502	465600
917288	465600
896759	465600
900659	465600
890280	465600
907879	465600
898960	465600
913401	465600
916990	465600
909000	465600
908480	465600
888987	465600
917429	465600
889203	465600
899624	465600
888404	465600
904438	465600
901628	465600
911030	465600
805397	465600
907087	465600
296264	465600
0	465600
0	465600
