35020800	268435456	13:27:15
39919616	268435456	13:27:16
139497472	268435456	13:27:17
147894272	268435456	13:27:18
39583744	268435456	13:27:19
39583744	268435456	13:27:20
39530496	268435456	13:27:21
42168320	268435456	13:27:22
141021184	268435456	13:27:23
38027264	268435456	13:27:24
45670400	268435456	13:27:25
41086976	268435456	13:27:26
41156608	268435456	13:27:27
138895360	268435456	13:27:28
46477312	268435456	13:27:29
147869696	268435456	13:27:30
42057728	268435456	13:27:31
41803776	268435456	13:27:32
48357376	268435456	13:27:33
42074112	268435456	13:27:34
39608320	268435456	13:27:35
39608320	268435456	13:27:36
39608320	268435456	13:27:37
139964416	268435456	13:27:38
44683264	268435456	13:27:39
47222784	268435456	13:27:40
43077632	268435456	13:27:41
42991616	268435456	13:27:42
42975232	268435456	13:27:43
42848256	268435456	13:27:44
43286528	268435456	13:27:45
43286528	268435456	13:27:46
43290624	268435456	13:27:47
43192320	268435456	13:27:48
43044864	268435456	13:27:49
92160000	268435456	13:27:50
46346240	268435456	13:27:51
41406464	268435456	13:27:52
41275392	268435456	13:27:53
41218048	268435456	13:27:54
41201664	268435456	13:27:55
152764416	268435456	13:27:56
46444544	268435456	13:27:57
43999232	268435456	13:27:58
43999232	268435456	13:27:59
43982848	268435456	13:28:00
43966464	268435456	13:28:01
44105728	268435456	13:28:02
43999232	268435456	13:28:03
45862912	268435456	13:28:04
41549824	268435456	13:28:05
41549824	268435456	13:28:06
145453056	268435456	13:28:07
46891008	268435456	13:28:08
46944256	268435456	13:28:09
44818432	268435456	13:28:10
44765184	268435456	13:28:11
44888064	268435456	13:28:12
44773376	268435456	13:28:13
46755840	268435456	13:28:14
44539904	268435456	13:28:15
44539904	268435456	13:28:16
44523520	268435456	13:28:17
42303488	268435456	13:28:18
145911808	268435456	13:28:19
49733632	268435456	13:28:20
45240320	268435456	13:28:21
45772800	268435456	13:28:22
45502464	268435456	13:28:23
45629440	268435456	13:28:24
43421696	268435456	13:28:25
143511552	268435456	13:28:26
48754688	268435456	13:28:28
43741184	268435456	13:28:29
43638784	268435456	13:28:30
43630592	268435456	13:28:31
43630592	268435456	13:28:32
44138496	268435456	13:28:33
48455680	268435456	13:28:34
46092288	268435456	13:28:35
50417664	268435456	13:28:36
46346240	268435456	13:28:37
147779584	268435456	13:28:38
46579712	268435456	13:28:39
44478464	268435456	13:28:40
44355584	268435456	13:28:41
44195840	268435456	13:28:42
44138496	268435456	13:28:43
44122112	268435456	13:28:44
44122112	268435456	13:28:45
46751744	268435456	13:28:46
46739456	268435456	13:28:47
46739456	268435456	13:28:48
46579712	268435456	13:28:49
147550208	268435456	13:28:50
49041408	268435456	13:28:51
44437504	268435456	13:28:52
44396544	268435456	13:28:53
155328512	268435456	13:28:54
46833664	268435456	13:28:55
46817280	268435456	13:28:56
49045504	268435456	13:28:57
46829568	268435456	13:28:58
46710784	268435456	13:28:59
46710784	268435456	13:29:00
46837760	268435456	13:29:01
46837760	268435456	13:29:02
47476736	268435456	13:29:03
144547840	268435456	13:29:04
44605440	268435456	13:29:05
44597248	268435456	13:29:06
44580864	268435456	13:29:07
44580864	268435456	13:29:08
155717632	268435456	13:29:09
