start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643166905747, 1643166909245, 283, 0, 82, 547, 17
1643166907254, 1643166910667, 338, 0, 96, 480, 13
1643166907778, 1643166911620, 352, 0, 195, 534, 19
1643166908329, 1643166914383, 793, 0, 87, 820, 1981
1643166907907, 1643166911849, 356, 0, 221, 745, 66
1643166908620, 1643166913004, 347, 0, 74, 1041, 74
1643166910240, 1643166917422, 384, 0, 170, 4158, 119
1643166911863, 1643166928307, 4972, 0, 698, 8094, 16
1643166912414, 1643166921466, 571, 0, 437, 5025, 22
1643166910961, 1643166917198, 258, 0, 214, 3298, 28
1643166912612, 1643166921464, 606, 0, 597, 4773, 20
1643166912142, 1643166921465, 808, 0, 206, 5666, 22
1643166913777, 1643166921465, 1032, 0, 618, 3560, 22
1643166914337, 1643166929416, 2468, 0, 1283, 5864, 2569
1643166912990, 1643166921464, 1557, 0, 527, 3636, 21
1643166909342, 1643166912731, 65, 0, 149, 1179, 12
1643166915212, 1643166926595, 1830, 0, 1347, 5609, 50
1643166916841, 1643166929095, 3310, 0, 349, 5699, 59
1643166911144, 1643166917168, 239, 0, 192, 3532, 124
1643166911747, 1643166920840, 547, 0, 373, 5759, 12
1643166912344, 1643166921442, 1841, 0, 421, 4540, 209
1643166912944, 1643166920840, 297, 0, 242, 5317, 14
1643166913554, 1643166929416, 3685, 0, 605, 7958, 1350
1643166919382, 1643166948385, 2905, 0, 255, 16275, 6797
1643166914748, 1643166921466, 717, 0, 498, 3610, 23
1643166919506, 1643166948520, 2820, 0, 178, 16708, 6928
1643166921140, 1643166929094, 405, 0, 167, 4724, 59
1643166922915, 1643166948520, 367, 0, 602, 14512, 6927
1643166922393, 1643166931007, 1414, 0, 612, 3851, 58
1643166917749, 1643166929416, 2856, 0, 319, 3814, 2568
1643166918346, 1643166926623, 2227, 0, 284, 3660, 79
1643166918958, 1643166926595, 372, 0, 475, 4590, 52
1643166924777, 1643166932688, 2257, 0, 553, 2447, 135
1643166926389, 1643166951696, 2558, 0, 414, 18569, 701
1643166926029, 1643166935056, 3058, 0, 256, 3304, 32
1643166921360, 1643166929095, 490, 0, 227, 4636, 60
1643166921963, 1643166929095, 68, 0, 275, 4919, 58
1643166922560, 1643166931593, 1732, 0, 220, 2911, 2022
1643166923164, 1643166931750, 1490, 0, 329, 2581, 2013
1643166923759, 1643166948519, 150, 0, 152, 15212, 6928
1643166924374, 1643166957655, 3045, 0, 341, 19584, 8394
1643166924962, 1643166932552, 2530, 0, 411, 2195, 122
1643166925569, 1643166936682, 2421, 0, 365, 6313, 83
1643166926175, 1643166957656, 1250, 0, 331, 20964, 7014
1643166926770, 1643166936806, 3099, 0, 288, 4663, 23
1643166927377, 1643166957610, 2495, 0, 468, 16958, 8348
1643166927968, 1643166936804, 1902, 0, 302, 4603, 72
1643166928582, 1643166935057, 716, 0, 315, 3476, 35
1643166929170, 1643166935056, 79, 0, 501, 3435, 34
1643166929775, 1643166957657, 2175, 0, 303, 14290, 9130
1643166930386, 1643166957657, 1489, 0, 244, 14108, 9132
1643166930983, 1643166951566, 149, 0, 216, 17406, 573
1643166931573, 1643166948519, 1672, 0, 262, 7703, 5260
1643166932178, 1643166948519, 940, 0, 308, 7649, 5452
1643166932785, 1643166945978, 588, 0, 271, 10141, 241
1643166933385, 1643166963420, 8631, 0, 465, 14671, 4341
1643166933975, 1643166951566, 8029, 0, 851, 6277, 115
1643166934586, 1643166951695, 3306, 0, 303, 10424, 703
1643166935180, 1643166947741, 812, 0, 187, 9643, 124
1643166935780, 1643166941344, 872, 0, 578, 2007, 134
1643166936389, 1643166951693, 688, 0, 484, 11437, 703
1643166936985, 1643166960234, 7334, 0, 413, 13277, 119
1643166937586, 1643166960085, 8689, 0, 347, 11430, 102
1643166938186, 1643166957656, 1165, 0, 535, 6443, 9130
1643166938799, 1643166957655, 263, 0, 949, 6438, 9129
1643166939383, 1643166957655, 459, 0, 347, 6263, 9131
1643166945188, 1643166966048, 759, 0, 170, 14891, 2534
1643166946827, 1643166963946, 769, 0, 725, 12721, 86
1643166947473, 1643166963245, 5606, 0, 222, 5872, 1527
1643166941796, 1643166972350, 6862, 0, 500, 17330, 3845
1643166949667, 1643166980874, 8192, 0, 215, 17007, 2739
1643166948203, 1643166980876, 9746, 0, 178, 17526, 2739
1643166949814, 1643166980875, 8253, 0, 299, 17215, 2740
1643166948429, 1643166977603, 9576, 0, 273, 10863, 5802
1643166950105, 1643166966926, 7845, 0, 222, 5609, 154
1643166950577, 1643166972621, 950, 0, 659, 13880, 4114
1643166946011, 1643166960175, 388, 0, 196, 11590, 59
1643166952820, 1643166980874, 5172, 0, 206, 17107, 2739
1643166951382, 1643166972621, 707, 0, 212, 13495, 4117
1643166947818, 1643166957859, 302, 0, 414, 7330, 69
1643166948418, 1643166966048, 6718, 0, 1068, 5173, 2536
1643166949016, 1643166977740, 9480, 0, 248, 11417, 5507
1643166949619, 1643166980874, 8742, 0, 200, 17290, 2740
1643166950221, 1643166977740, 8283, 0, 237, 11049, 5846
1643166950813, 1643166977741, 7549, 0, 200, 11088, 5845
1643166951411, 1643166972349, 400, 0, 373, 14251, 3844
1643166952013, 1643166963945, 455, 0, 283, 9078, 90
1643166952621, 1643166961559, 373, 0, 311, 5843, 58
1643166953217, 1643166977741, 5290, 0, 232, 10822, 5937
1643166953822, 1643166977741, 4674, 0, 234, 10807, 5937
1643166960429, 1643166977923, 3691, 0, 506, 11101, 68
1643166961039, 1643166977922, 3081, 0, 342, 11327, 69
1643166961634, 1643166977922, 2268, 0, 255, 11804, 68
1643166962240, 1643166980875, 325, 0, 439, 13199, 2741
1643166962834, 1643166980875, 1069, 0, 367, 11665, 2739
1643166963443, 1643166983724, 5073, 0, 245, 12958, 77
1643166964027, 1643166977921, 872, 0, 340, 10387, 69
1643166964643, 1643166980263, 1308, 0, 440, 11735, 60
1643166965242, 1643166983832, 6624, 0, 1166, 8479, 59
1643166965841, 1643166980128, 691, 0, 159, 11157, 77
1643166966445, 1643166983978, 647, 0, 581, 11256, 2978
1643166967042, 1643166983829, 4365, 0, 1587, 8590, 59
1643166967650, 1643166983832, 4217, 0, 1120, 8658, 60
1643166968242, 1643166983830, 4232, 0, 786, 8422, 60
1643166968847, 1643166983832, 3809, 0, 285, 8325, 60
1643166969451, 1643166983830, 5358, 0, 1309, 5619, 59
1643166970048, 1643166990081, 7837, 0, 640, 9228, 103
1643166971139, 1643166983829, 1500, 0, 590, 8411, 60
1643166971258, 1643166983829, 1373, 0, 605, 8357, 59
1643166971851, 1643166990085, 6760, 0, 357, 9095, 106
1643166972461, 1643166990084, 5985, 0, 568, 9074, 104
1643166973053, 1643166990085, 5501, 0, 373, 9138, 105
1643166973662, 1643166990083, 4897, 0, 641, 8384, 104
1643166974261, 1643166990080, 4351, 0, 279, 9161, 104
1643166974868, 1643166990137, 3692, 0, 462, 9028, 156
1643166980639, 1643167012048, 3116, 0, 1508, 22326, 1961
1643166981328, 1643167012049, 2519, 0, 688, 22936, 1963
1643166981836, 1643167012048, 2487, 0, 1048, 21704, 1961
1643166982546, 1643167003223, 1687, 0, 1007, 9850, 5551
1643166977864, 1643167000133, 1060, 0, 671, 18304, 139
1643166978462, 1643167001509, 2907, 0, 818, 11081, 6273
1643166979065, 1643166994395, 2240, 0, 820, 10283, 65
1643166979672, 1643166991601, 1695, 0, 949, 6923, 429
1643166980269, 1643166991600, 192, 0, 242, 8227, 429
1643166980869, 1643166991598, 535, 0, 913, 6733, 427
1643166981472, 1643167012049, 2819, 0, 1370, 22334, 1963
1643166982072, 1643167012047, 2218, 0, 1307, 22239, 1959
1643166982664, 1643166999099, 2170, 0, 1117, 11062, 22
1643166983271, 1643167012048, 1561, 0, 1069, 21706, 1962
1643166983875, 1643167003223, 410, 0, 1494, 8443, 6957
1643166984474, 1643167013400, 5992, 0, 418, 20374, 60
1643166985075, 1643167013400, 5387, 0, 477, 20155, 60
1643166985684, 1643167013401, 4783, 0, 416, 20373, 62
1643166986272, 1643167013402, 2672, 0, 245, 21807, 62
1643166986884, 1643167000134, 1988, 0, 365, 8540, 138
1643166987475, 1643167016798, 5566, 0, 154, 21477, 84
1643166988087, 1643167020246, 5031, 0, 600, 21295, 3045
1643166988674, 1643167020246, 4444, 0, 300, 21987, 3046
1643166989290, 1643167013556, 1238, 0, 276, 20228, 161
1643166989894, 1643167013401, 639, 0, 289, 20020, 61
1643166990483, 1643167020246, 2668, 0, 352, 21955, 3046
1643166991084, 1643167020246, 1270, 0, 241, 22914, 3045
1643166991696, 1643167002756, 847, 0, 529, 7893, 28
1643166992301, 1643167009879, 386, 0, 355, 7986, 6697
1643166992894, 1643167019902, 216, 0, 165, 21868, 2703
1643166993496, 1643167016798, 5803, 0, 158, 15222, 226
1643166994093, 1643167020247, 892, 0, 484, 20204, 2211
1643166994698, 1643167020247, 7259, 0, 292, 13791, 2212
1643166995303, 1643167023593, 6394, 0, 155, 16503, 3263
1643166995906, 1643167023593, 6824, 0, 197, 15129, 3262
1643166996502, 1643167023595, 6807, 0, 327, 14584, 3264
1643166997105, 1643167023593, 6279, 0, 194, 14466, 3263
1643166997691, 1643167011976, 5684, 0, 383, 5894, 331
1643166998306, 1643167023400, 5069, 0, 390, 14403, 3102
1643166998900, 1643167023594, 4733, 0, 191, 14325, 3264
1643166999510, 1643167019902, 748, 0, 621, 13826, 3104
1643167000110, 1643167020246, 588, 0, 280, 14099, 3045
1643167000705, 1643167020245, 280, 0, 158, 14036, 3047
1643167001311, 1643167020247, 341, 0, 236, 13844, 2212
1643167001913, 1643167023595, 1057, 0, 235, 15132, 3263
1643167002511, 1643167012694, 627, 0, 418, 6877, 42
1643167003117, 1643167030626, 7475, 0, 240, 13913, 3869
1643167003719, 1643167010801, 496, 0, 640, 3914, 13
1643167004318, 1643167023593, 5960, 0, 342, 7581, 3262
1643167004922, 1643167030625, 5673, 0, 165, 13629, 3868
1643167005505, 1643167013557, 2640, 0, 179, 3094, 161
1643167012335, 1643167031827, 7988, 0, 1264, 7640, 91
1643167011936, 1643167034900, 587, 0, 288, 14891, 4431
1643167012585, 1643167034214, 978, 0, 464, 13089, 4486
1643167014147, 1643167034899, 2828, 0, 709, 9831, 4725
1643167014787, 1643167018077
1643167014291, 1643167026769
1643167013884, 1643167026771
1643167010329, 1643167019792, 1849, 0, 283, 4949, 88
1643167010932, 1643167030625, 322, 0, 148, 13350, 3869
1643167016719, 1643167034899, 3251, 0, 1244, 7969, 2829
1643167012133, 1643167032988, 265, 0, 342, 13838, 4574
1643167012730, 1643167034215, 327, 0, 289, 14331, 4360
1643167013334, 1643167021559, 676, 0, 590, 4391, 27
1643167013940, 1643167045401, 11180, 0, 285, 11177, 6884
1643167020543, 1643167031887, 3191, 0, 423, 5156, 718
1643167021139, 1643167041611, 2405, 0, 195, 16030, 84
1643167021740, 1643167031543, 1658, 0, 241, 5309, 552
1643167022354, 1643167047491, 1191, 0, 396, 14032, 7116
1643167022950, 1643167031408, 611, 0, 425, 5261, 90
1643167023544, 1643167041874, 184, 0, 505, 15100, 494
1643167024149, 1643167034898, 86, 0, 474, 5695, 2603
1643167024750, 1643167055866, 9621, 0, 633, 13511, 5109
1643167025347, 1643167041793, 61, 0, 429, 13500, 59
1643167025954, 1643167045400, 715, 0, 384, 10164, 6167
1643167026544, 1643167047809, 3850, 0, 192, 10747, 4088
1643167027158, 1643167041793, 146, 0, 746, 11427, 28
1643167027745, 1643167054820, 4882, 0, 144, 19925, 92
1643167028364, 1643167043923, 4994, 0, 200, 8236, 39
1643167028954, 1643167047748, 4707, 0, 305, 11877, 76
1643167029554, 1643167055866, 4766, 0, 247, 14084, 5153
1643167030163, 1643167054601, 4907, 0, 278, 17275, 111
1643167031255, 1643167055866, 797, 0, 485, 16569, 4693
1643167031367, 1643167055023, 4261, 0, 1197, 16153, 31
1643167031958, 1643167054679, 3225, 0, 260, 17384, 46
1643167032555, 1643167055866, 2409, 0, 350, 13428, 5154
1643167033164, 1643167047748, 5672, 0, 1113, 5745, 75
1643167033776, 1643167059704, 4629, 0, 245, 14633, 4428
1643167034364, 1643167047750, 4137, 0, 1108, 5591, 75
1643167034962, 1643167055118, 619, 0, 1105, 16302, 100
1643167035570, 1643167055024, 496, 0, 608, 16074, 31
1643167036171, 1643167054880, 1125, 0, 269, 15326, 30
1643167036782, 1643167060178, 5115, 0, 438, 15464, 70
1643167037373, 1643167065431, 7730, 0, 351, 17925, 69
1643167037981, 1643167065430, 7941, 0, 299, 17090, 67
1643167038578, 1643167065213, 7355, 0, 265, 9399, 7623
1643167039180, 1643167060177, 6608, 0, 359, 12037, 68
1643167039775, 1643167065210, 6409, 0, 136, 10096, 6741
1643167040380, 1643167081645, 7342, 0, 257, 27325, 4469
1643167040981, 1643167060178, 1096, 0, 304, 15395, 70
1643167041588, 1643167060178, 124, 0, 646, 15821, 69
1643167042187, 1643167053400, 1074, 0, 250, 7774, 48
1643167042790, 1643167060176, 860, 0, 346, 14137, 68
1643167043389, 1643167059705, 860, 0, 236, 8410, 4428
1643167043986, 1643167065430, 4285, 0, 363, 14597, 66
1643167044603, 1643167053526, 4823, 0, 171, 1541, 45
1643167045185, 1643167067913, 6268, 0, 408, 11555, 2394
