30000000,0
30000000,516400
30000000,1308600
30000000,577000
30000000,827200
30000000,519900
30000000,579500
30000000,517100
30000000,547100
30000000,503200
30000000,575000
30000000,1904700
30000000,574500
30000000,531100
30000000,544800
30000000,544400
30000000,520000
30000000,508000
30000000,514900
30000000,1884200
30000000,541900
30000000,561300
30000000,526500
30000000,574900
30000000,525400
30000000,507900
30000000,518900
30000000,868000
30000000,1553300
30000000,589700
30000000,539200
30000000,511600
30000000,574900
30000000,526500
30000000,827000
30000000,548700
30000000,533000
30000000,1611500
30000000,812000
30000000,588500
30000000,602600
30000000,930700
30000000,570900
30000000,620300
30000000,567300
30000000,613600
30000000,1564300
30000000,626700
30000000,889100
30000000,581600
30000000,629100
30000000,608100
30000000,575900
30000000,595700
30000000,651500
30000000,1672400
30000000,611100
30000000,892200
30000000,613800
30000000,616200
30000000,579300
30000000,583600
30000000,606400
30000000,652400
30000000,2090400
30000000,639100
30000000,583400
30000000,621600
30000000,590400
30000000,579600
30000000,850800
30000000,623800
30000000,1756400
30000000,628800
30000000,600900
30000000,599400
30000000,587900
30000000,549100
30000000,570000
30000000,881600
30000000,547000
30000000,1536100
30000000,546800
30000000,408400
30000000,478300
30000000,500400
30000000,849700
30000000,583100
30000000,569100
30000000,574400
30000000,1802600
30000000,767500
30000000,549700
30000000,482500
30000000,711600
30000000,731000
30000000,600500
30000000,522000
30000000,535400
30000000,1630500
30000000,564500
30000000,489000
30000000,501700
30000000,824400
30000000,518900
30000000,515600
30000000,510500
30000000,606100
30000000,1761100
30000000,602600
30000000,543500
30000000,870900
30000000,581400
30000000,561800
30000000,579400
30000000,531100
30000000,668900
30000000,1632000
30000000,935600
30000000,602600
30000000,594700
30000000,599200
30000000,560300
30000000,552200
30000000,552700
30000000,2131400
30000000,574600
30000000,606600
30000000,550400
30000000,628700
30000000,568000
30000000,555900
30000000,564700
30000000,862400
30000000,1739100
30000000,606000
30000000,577400
30000000,544000
30000000,570800
30000000,556900
