start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643317759487, 1643317763050, 289, 0, 133, 751, 15
1643317759483, 1643317762915, 234, 0, 330, 522, 26
1643317760992, 1643317763799, 148, 0, 151, 575, 40
1643317760530, 1643317764318, 501, 0, 141, 1139, 58
1643317762200, 1643317765976, 183, 0, 93, 1331, 73
1643317763060, 1643317773818, 360, 0, 238, 5137, 2796
1643317763142, 1643317767931, 329, 0, 236, 1462, 39
1643317763618, 1643317770316, 851, 0, 165, 3150, 65
1643317764399, 1643317773818, 152, 0, 149, 4287, 2735
1643317766283, 1643317774036, 178, 0, 231, 5358, 58
1643317766985, 1643317775853, 689, 0, 175, 5809, 93
1643317766833, 1643317774036, 162, 0, 342, 4711, 56
1643317763387, 1643317766718, 56, 0, 128, 1442, 38
1643317764198, 1643317772173, 292, 0, 99, 3804, 2289
1643317764989, 1643317768216, 97, 0, 113, 1611, 21
1643317765793, 1643317774036, 418, 0, 596, 5643, 56
1643317766593, 1643317774035, 588, 0, 199, 4986, 57
1643317767384, 1643317775803, 730, 0, 543, 5455, 43
1643317768203, 1643317775803, 1331, 0, 113, 4319, 43
1643317769004, 1643317777285, 1549, 0, 424, 4610, 63
1643317775618, 1643317784543, 2131, 0, 132, 4637, 69
1643317770607, 1643317778907, 3341, 0, 197, 2926, 326
1643317775642, 1643317789000, 2310, 0, 109, 4929, 4065
1643317776405, 1643317782305, 755, 0, 311, 2888, 42
1643317773017, 1643317783237, 1232, 0, 117, 6944, 140
1643317777956, 1643317789000, 807, 0, 364, 6295, 1235
1643317774604, 1643317783093, 468, 0, 140, 5971, 211
1643317775419, 1643317782848, 578, 0, 143, 5003, 96
1643317776208, 1643317789002, 2066, 0, 125, 4763, 4065
1643317777018, 1643317783483, 438, 0, 116, 1873, 2521
1643317777810, 1643317786961, 1773, 0, 439, 5319, 25
1643317778604, 1643317788190, 412, 0, 116, 7170, 16
1643317779413, 1643317787897, 118, 0, 435, 6159, 16
1643317780218, 1643317795170, 2836, 0, 266, 8340, 1969
1643317781029, 1643317789144, 2496, 0, 127, 3676, 43
1643317781815, 1643317795694, 2084, 0, 486, 9599, 22
1643317782621, 1643317795899, 1438, 0, 307, 10000, 20
1643317783423, 1643317795898, 2278, 0, 120, 8471, 22
1643317784226, 1643317791984, 1168, 0, 142, 3912, 958
1643317785016, 1643317799577, 4047, 0, 1021, 4314, 3469
1643317785815, 1643317796148, 3514, 0, 1770, 3289, 131
1643317786635, 1643317795898, 366, 0, 389, 6539, 22
1643317787430, 1643317796017, 1971, 0, 756, 4171, 25
1643317788250, 1643317799617, 4145, 0, 184, 5274, 40
1643317789029, 1643317795720, 1109, 0, 629, 2945, 87
1643317789827, 1643317800553, 2941, 0, 561, 5306, 34
1643317790640, 1643317799616, 1771, 0, 125, 5249, 39
1643317791436, 1643317800697, 635, 0, 336, 5887, 803
1643317792238, 1643317799512, 233, 0, 206, 5113, 76
1643317793038, 1643317803538, 2010, 0, 279, 6503, 96
1643317793839, 1643317802826, 1089, 0, 148, 6080, 13
1643317799882, 1643317805419, 463, 0, 243, 1561, 1225
1643317795440, 1643317802999, 505, 0, 305, 4947, 17
1643317796236, 1643317811957, 3698, 0, 771, 8663, 188
1643317797042, 1643317810063, 3137, 0, 666, 7098, 385
1643317797845, 1643317805020, 2335, 0, 794, 2380, 76
1643317798638, 1643317812038, 1530, 0, 728, 4853, 4362
1643317799445, 1643317804983, 254, 0, 177, 3417, 116
1643317800239, 1643317810356, 1959, 0, 273, 5923, 517
1643317801051, 1643317811955, 1847, 0, 152, 7031, 187
1643317801858, 1643317814001, 3078, 0, 220, 7144, 103
1643317802668, 1643317811320, 133, 0, 212, 6699, 42
1643317803452, 1643317809924, 527, 0, 139, 3830, 35
1643317804254, 1643317820776, 1300, 0, 342, 9735, 3648
1643317805052, 1643317818748, 2000, 0, 216, 8697, 934
1643317805857, 1643317818008, 909, 0, 299, 8679, 354
1643317806652, 1643317820911, 1003, 0, 151, 7902, 3451
1643317807457, 1643317818319, 231, 0, 151, 7952, 507
1643317808271, 1643317825376, 4978, 0, 500, 9882, 30
1643317809061, 1643317824730, 4016, 0, 652, 9116, 12
1643317809864, 1643317820508, 1082, 0, 172, 4062, 3696
1643317810669, 1643317820508, 237, 0, 162, 3976, 3697
1643317811469, 1643317826039, 965, 0, 375, 8642, 3003
1643317812261, 1643317819828, 240, 0, 165, 5232, 13
1643317813071, 1643317826969, 570, 0, 341, 9307, 2100
1643317813873, 1643317825529, 685, 0, 108, 8687, 501
1643317814680, 1643317825464, 865, 0, 220, 8095, 49
1643317815478, 1643317825463, 2861, 0, 149, 4931, 49
1643317816276, 1643317830585, 3826, 0, 340, 6374, 1924
1643317817080, 1643317830584, 3608, 0, 421, 6279, 1645
1643317824194, 1643317832111, 150, 0, 287, 5047, 32
1643317818684, 1643317825512, 250, 0, 224, 4626, 97
1643317819478, 1643317825146, 405, 0, 132, 3588, 11
1643317820283, 1643317827121, 319, 0, 241, 3856, 552
1643317821072, 1643317829131, 448, 0, 299, 5420, 15
1643317821880, 1643317829133, 630, 0, 152, 4971, 18
1643317822679, 1643317834615, 3384, 0, 134, 6566, 71
1643317823497, 1643317835422, 3215, 0, 248, 6725, 128
1643317824290, 1643317834615, 2651, 0, 187, 5699, 68
1643317825091, 1643317831819, 586, 0, 261, 4112, 35
1643317825890, 1643317834615, 1004, 0, 390, 5392, 71
1643317826686, 1643317835013, 793, 0, 392, 5663, 35
1643317827491, 1643317834615, 776, 0, 128, 4349, 71
1643317828292, 1643317842088, 1705, 0, 133, 9302, 995
1643317829092, 1643317834930, 673, 0, 121, 3070, 482
1643317830405, 1643317845134, 1781, 0, 310, 9122, 1809
1643317830694, 1643317835467, 414, 0, 308, 2350, 45
1643317831499, 1643317838021, 2005, 0, 211, 2646, 88
1643317832292, 1643317837998, 468, 0, 291, 2879, 67
1643317833097, 1643317845134, 302, 0, 134, 7737, 1809
1643317833900, 1643317847674, 2931, 0, 228, 8437, 44
1643317834695, 1643317848620, 167, 0, 210, 8617, 3298
1643317835507, 1643317844512, 2892, 0, 324, 4104, 100
1643317836323, 1643317848620, 338, 0, 120, 6800, 3457
1643317837114, 1643317851662, 5322, 0, 830, 6841, 34
1643317837902, 1643317849579, 347, 0, 244, 9452, 85
1643317838702, 1643317852808, 4361, 0, 169, 6416, 1345
1643317839507, 1643317851663, 3394, 0, 603, 6589, 33
1643317840303, 1643317851662, 1176, 0, 142, 8449, 32
1643317841106, 1643317851663, 1956, 0, 368, 6582, 33
1643317841919, 1643317847632, 421, 0, 261, 3480, 67
1643317842716, 1643317849038, 3213, 0, 229, 1335, 11
1643317843509, 1643317852808, 2323, 0, 187, 3944, 1345
1643317844322, 1643317852427, 618, 0, 326, 4921, 75
1643317845127, 1643317859342, 3826, 0, 151, 8678, 23
1643317845925, 1643317854576, 2747, 0, 226, 3906, 177
1643317846723, 1643317856811, 1911, 0, 202, 5027, 975
1643317847518, 1643317854900, 598, 0, 147, 4480, 500
1643317848334, 1643317856233, 422, 0, 159, 5242, 19
1643317849119, 1643317855479, 83, 0, 117, 4441, 62
1643317849933, 1643317856742, 239, 0, 241, 4769, 51
1643317850726, 1643317856743, 1826, 0, 154, 2382, 51
1643317851534, 1643317856743, 243, 0, 225, 3190, 51
