start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643144024258, 1643144028414, 286, 0, 149, 1045, 53
1643144021491, 1643144024585, 213, 0, 204, 396, 20
1643144024210, 1643144028361, 277, 0, 135, 997, 157
1643144025547, 1643144038948, 277, 0, 154, 5964, 3904
1643144024211, 1643144028686, 243, 0, 134, 812, 751
1643144025570, 1643144037624, 266, 0, 158, 8516, 19
1643144024999, 1643144032783, 332, 0, 99, 2271, 2712
1643144025570, 1643144031047, 253, 0, 122, 2463, 101
1643144029042, 1643144065770, 3225, 0, 181, 21281, 8688
1643144029608, 1643144043821, 936, 0, 357, 9480, 185
1643144026999, 1643144038948, 618, 0, 244, 8083, 125
1643144028606, 1643144043822, 2648, 0, 169, 9053, 182
1643144031094, 1643144043429, 4403, 0, 168, 4596, 71
1643144029532, 1643144065770, 1830, 0, 195, 22123, 8687
1643144027994, 1643144038948, 926, 0, 166, 3521, 3764
1643144029633, 1643144065770, 3372, 0, 304, 20547, 8685
1643144031093, 1643144065770, 652, 0, 127, 22026, 8689
1643144029489, 1643144065770, 3108, 0, 180, 21514, 8623
1643144024760, 1643144027138, 56, 0, 149, 334, 13
1643144031532, 1643144065612, 782, 0, 179, 21556, 8529
1643144031071, 1643144043820, 493, 0, 164, 9263, 183
1643144033636, 1643144071776, 5849, 0, 1621, 21392, 5932
1643144034036, 1643144071779, 5463, 0, 1540, 21372, 5934
1643144027268, 1643144038171, 155, 0, 210, 8238, 12
1643144032983, 1643144071777, 3888, 0, 835, 25090, 5935
1643144033470, 1643144066945, 6185, 0, 1436, 18869, 3470
1643144028764, 1643144038138, 303, 0, 419, 6230, 41
1643144029271, 1643144043820, 2218, 0, 351, 9371, 184
1643144029765, 1643144040614, 200, 0, 341, 5737, 2446
1643144036494, 1643144071777, 3165, 0, 1258, 21378, 5934
1643144038153, 1643144071776, 1514, 0, 1262, 21122, 5932
1643144031269, 1643144043820, 89, 0, 317, 9446, 185
1643144039144, 1643144064722, 4275, 0, 403, 16351, 578
1643144040531, 1643144064722, 5941, 0, 362, 14073, 577
1643144039002, 1643144066945, 4266, 0, 481, 15978, 3469
1643144033271, 1643144065771, 522, 0, 197, 20509, 8690
1643144040054, 1643144077933, 5820, 0, 336, 27997, 419
1643144041595, 1643144071775, 2226, 0, 1100, 16763, 5933
1643144040028, 1643144052720, 5552, 0, 186, 3122, 38
1643144041474, 1643144071778, 2246, 0, 204, 18805, 5934
1643144043105, 1643144065953, 872, 0, 518, 11966, 6265
1643144042517, 1643144064724, 988, 0, 617, 16267, 577
1643144042077, 1643144071777, 1787, 0, 691, 17890, 5935
1643144043555, 1643144056954, 1117, 0, 356, 2044, 6924
1643144037783, 1643144071777, 485, 0, 144, 24497, 5933
1643144038283, 1643144066816, 53, 0, 418, 22051, 3341
1643144038785, 1643144066944, 1559, 0, 1510, 19280, 3469
1643144039284, 1643144053400, 540, 0, 366, 10881, 150
1643144039795, 1643144076061, 4364, 0, 381, 28841, 64
1643144040286, 1643144054258, 3726, 0, 520, 6342, 92
1643144040788, 1643144065802, 6499, 0, 699, 13152, 2100
1643144050622, 1643144064721, 798, 0, 197, 9689, 578
1643144049026, 1643144083885, 7832, 0, 832, 20117, 1786
1643144048543, 1643144094273, 846, 0, 447, 28707, 12172
1643144052076, 1643144094281, 364, 0, 213, 25764, 12176
1643144053702, 1643144094270, 881, 0, 168, 22707, 12171
1643144043800, 1643144054488, 794, 0, 441, 6522, 167
1643144044297, 1643144066648, 1065, 0, 789, 11518, 6265
1643144044795, 1643144094268, 9005, 0, 1281, 23879, 12172
1643144045304, 1643144094269, 8497, 0, 1123, 23923, 12173
1643144045803, 1643144094270, 7996, 0, 690, 23778, 12172
1643144046307, 1643144076671, 1259, 0, 599, 25527, 583
1643144056323, 1643144102410, 8783, 0, 444, 26035, 4948
1643144052516, 1643144094273, 506, 0, 904, 25133, 12174
1643144055187, 1643144096581, 9888, 0, 719, 25827, 17
1643144056664, 1643144102413, 8587, 0, 1196, 26700, 4951
1643144054004, 1643144083199, 10877, 0, 482, 14377, 96
1643144057746, 1643144104316, 7759, 0, 912, 32826, 22
1643144058127, 1643144102413, 7194, 0, 637, 26140, 4950
1643144058725, 1643144096541, 6988, 0, 589, 25790, 37
1643144059120, 1643144102418, 6489, 0, 892, 26771, 4951
1643144057635, 1643144075808, 7595, 0, 291, 6610, 198
1643144059048, 1643144107554, 6774, 0, 1288, 33070, 3260
1643144058551, 1643144102415, 7185, 0, 696, 26320, 4951
1643144052808, 1643144094269, 248, 0, 211, 25151, 12172
