30000000,0
30000000,486500
30000000,393100
30000000,441900
30000000,660000
30000000,1565200
30000000,1740700
30000000,2279600
30000000,2663100
30000000,3586000
30000000,3368300
30000000,3096000
30000000,3093700
30000000,3149600
30000000,3434100
30000000,3012200
30000000,3368000
30000000,3722000
30000000,3716200
30000000,3545900
30000000,3338700
30000000,3321500
30000000,1916000
30000000,497100
30000000,509800
30000000,502700
30000000,374400
30000000,445600
30000000,499600
30000000,508900
30000000,510400
30000000,2954700
30000000,3205600
30000000,3543200
30000000,3373300
30000000,3488400
30000000,3555600
30000000,4122000
30000000,3405400
30000000,3596100
30000000,3918700
30000000,3540400
30000000,3320800
30000000,3465000
30000000,3441100
30000000,3405300
30000000,3444300
30000000,3538300
30000000,3124600
30000000,549400
30000000,487500
30000000,480200
30000000,444700
30000000,463700
30000000,560400
30000000,455200
30000000,514700
30000000,1470900
30000000,3430400
30000000,3441100
30000000,3421100
30000000,3691600
30000000,3851200
30000000,3839300
30000000,3741400
30000000,3404700
30000000,3531300
30000000,3712000
30000000,3404900
30000000,3369100
30000000,1330500
30000000,163200
30000000,155000
30000000,192200
30000000,158600
30000000,144400
30000000,171300
30000000,164500
30000000,165100
30000000,165300
30000000,242500
30000000,490900
30000000,505300
30000000,535800
30000000,2980200
30000000,3738700
30000000,3037800
30000000,2801900
30000000,3826700
30000000,3477000
30000000,3721700
30000000,3517900
30000000,3811500
30000000,4077400
30000000,3652700
30000000,4129500
30000000,3406100
30000000,3579900
30000000,3410000
30000000,3469500
30000000,3536300
30000000,3390900
30000000,556000
30000000,459000
30000000,505200
30000000,452000
30000000,409200
30000000,461200
30000000,446100
30000000,517800
30000000,1254500
30000000,3120500
30000000,3565300
30000000,2976500
30000000,3147000
30000000,3579500
30000000,3725600
30000000,3938100
30000000,3413000
30000000,3618200
30000000,3810000
30000000,4117000
30000000,3375800
30000000,3858700
30000000,3406500
30000000,3652500
30000000,3515900
30000000,3355100
30000000,1554500
30000000,496600
30000000,390100
30000000,474900
30000000,488600
30000000,463100
30000000,456800
30000000,452700
30000000,508000
30000000,3550200
30000000,3653500
30000000,3760500
