start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643165977579, 1643165981343, 258, 0, 86, 591, 16
1643165977040, 1643165980484, 239, 0, 83, 391, 43
1643165976586, 1643165979232, 156, 0, 123, 386, 16
1643165978194, 1643165981977, 345, 0, 78, 519, 15
1643165978855, 1643165983021, 207, 0, 159, 1176, 15
1643165979415, 1643165983685, 496, 0, 179, 663, 68
1643165981068, 1643165994160, 255, 0, 140, 8879, 1039
1643165980627, 1643165986419, 298, 0, 117, 686, 2116
1643165982322, 1643165989534, 689, 0, 177, 3106, 195
1643165980835, 1643165986872, 179, 0, 137, 1289, 2068
1643165982420, 1643165987912, 1293, 0, 163, 966, 68
1643165984094, 1643165993661, 3011, 0, 234, 2866, 211
1643165985689, 1643165994278, 259, 0, 436, 4994, 35
1643165984216, 1643166001117, 2704, 0, 382, 5637, 4673
1643165979608, 1643165983053, 58, 0, 99, 1334, 15
1643165985422, 1643165994718, 451, 0, 342, 5216, 472
1643165980811, 1643165987506, 130, 0, 147, 1928, 2214
1643165981412, 1643165985571, 91, 0, 130, 1882, 19
1643165982013, 1643165988459, 63, 0, 237, 3747, 116
1643165986796, 1643165990480, 464, 0, 138, 729, 61
1643165983221, 1643165993660, 138, 0, 94, 7741, 149
1643165983814, 1643165990916, 85, 0, 235, 4445, 67
1643165984419, 1643165992447, 2701, 0, 205, 2398, 529
1643165990189, 1643166004424, 4448, 0, 151, 6112, 131
1643165985625, 1643165989082, 583, 0, 170, 462, 14
1643165991400, 1643166011100, 3480, 0, 194, 9065, 3592
1643165986836, 1643165994161, 119, 0, 171, 4588, 502
1643165987430, 1643165992390, 345, 0, 241, 2212, 111
1643165988026, 1643166001267, 509, 0, 124, 5214, 4823
1643165988631, 1643166001119, 546, 0, 172, 5086, 4457
1643165989226, 1643166008834, 631, 0, 183, 11125, 5059
1643165989834, 1643165997321, 1405, 0, 541, 2876, 105
1643165990429, 1643165997211, 220, 0, 140, 3795, 158
1643165991041, 1643166009218, 2812, 0, 242, 12666, 66
1643165991640, 1643166011097, 4556, 0, 208, 8996, 3486
1643165996380, 1643166014839, 1056, 0, 448, 13773, 78
1643165992844, 1643166011099, 2996, 0, 201, 9760, 2982
1643165993432, 1643166011099, 2226, 0, 202, 9289, 3482
1643165994044, 1643166011098, 190, 0, 271, 10176, 3592
1643165994639, 1643166011099, 519, 0, 485, 9662, 3484
1643165995245, 1643166009062, 2492, 0, 504, 8310, 84
1643165995838, 1643166011887, 5605, 0, 223, 7586, 138
