30000000,7130000
30000000,11085000
30000000,8749000
30000000,7071000
30000000,8274000
30000000,7121000
30000000,5161000
30000000,16447000
30000000,6975000
30000000,5886000
30000000,8820000
30000000,6547000
30000000,9900000
30000000,5211000
30000000,6093000
30000000,6351000
30000000,17361000
30000000,7580000
30000000,7358000
30000000,8988000
30000000,8284000
30000000,9214000
30000000,6683000
30000000,5469000
30000000,17478000
30000000,5479000
30000000,8065000
30000000,5940000
30000000,7414000
30000000,10033000
30000000,5250000
30000000,6059000
30000000,6765000
30000000,16006000
30000000,7377000
30000000,9544000
30000000,5614000
30000000,6794000
30000000,5701000
30000000,7352000
30000000,7317000
30000000,5837000
30000000,20221000
30000000,6716000
30000000,6554000
30000000,6037000
30000000,6571000
30000000,7644000
30000000,6105000
30000000,9255000
30000000,16533000
30000000,5336000
30000000,5402000
30000000,7628000
30000000,5926000
30000000,5630000
30000000,9432000
30000000,5753000
30000000,6655000
30000000,15749000
30000000,6385000
30000000,6058000
30000000,9433000
30000000,5791000
30000000,6100000
30000000,5927000
30000000,5365000
30000000,7347000
30000000,16518000
30000000,10099000
30000000,6745000
30000000,7750000
30000000,6688000
30000000,5592000
30000000,5207000
30000000,10108000
30000000,17877000
30000000,5361000
30000000,6597000
30000000,8282000
30000000,7200000
30000000,5440000
30000000,10500000
30000000,6860000
30000000,5691000
30000000,16877000
30000000,7430000
30000000,5367000
30000000,7390000
30000000,11295000
30000000,5579000
30000000,7549000
30000000,6058000
30000000,6931000
30000000,16431000
30000000,10110000
30000000,6746000
30000000,5753000
30000000,7259000
30000000,6479000
30000000,5540000
30000000,6427000
30000000,24188000
30000000,5115000
30000000,6652000
30000000,6569000
30000000,7182000
30000000,9956000
30000000,5320000
30000000,5790000
30000000,5777000
30000000,20554000
30000000,7330000
30000000,5413000
30000000,9959000
30000000,6457000
30000000,5750000
30000000,5733000
30000000,6671000
30000000,25165000
30000000,6941000
30000000,9812000
30000000,6656000
30000000,10335000
30000000,6132000
30000000,6374000
30000000,6302000
30000000,9156000
30000000,11495000
30000000,6009000
30000000,6197000
30000000,5767000
30000000,7158000
30000000,5556000
30000000,10498000
30000000,5824000
30000000,5460000
30000000,13220000
30000000,5641000
30000000,5846000
