30000000,3272137,1642189980384843
30000000,3248212,1642189980484468
30000000,3260642,1642189980584382
30000000,3199923,1642189980684509
30000000,3191038,1642189980784938
30000000,3217855,1642189980884519
30000000,2137388,1642189980985023
30000000,4419053,1642189981084862
30000000,8246687,1642189981180459
30000000,3199669,1642189981280635
30000000,3270187,1642189981384188
30000000,3231869,1642189981484373
30000000,3266458,1642189981584672
30000000,3185581,1642189981684688
30000000,3228401,1642189981784379
30000000,3221141,1642189981884244
30000000,2147579,1642189981984390
30000000,4388739,1642189982084009
30000000,8217865,1642189982184944
30000000,3232674,1642189982284841
30000000,3235643,1642189982384910
30000000,3323611,1642189982484398
30000000,3213489,1642189982583938
30000000,3186126,1642189982684296
30000000,3193535,1642189982783946
30000000,6866804,1642189982884212
30000000,2130586,1642189982984497
30000000,4369562,1642189983084105
30000000,23240256,1642189983188569
30000000,3214007,1642189983284032
30000000,3317276,1642189983384651
30000000,3253344,1642189983484524
30000000,3199432,1642189983583964
30000000,4283281,1642189983684589
30000000,3164611,1642189983784499
30000000,3225997,1642189983884276
30000000,2174293,1642189983984102
30000000,4378622,1642189984084658
30000000,8237700,1642189984184738
30000000,3235974,1642189984284023
30000000,3246297,1642189984384550
30000000,3227637,1642189984484174
30000000,3213819,1642189984588027
30000000,3178990,1642189984684979
30000000,3183538,1642189984784391
30000000,3278126,1642189984884200
30000000,2132317,1642189984984109
30000000,4388157,1642189985084004
30000000,8235864,1642189985184692
30000000,3213283,1642189985288162
30000000,3299665,1642189985380544
30000000,4269037,1642189985484848
30000000,3210524,1642189985584622
30000000,3182763,1642189985684110
30000000,3161544,1642189985784561
30000000,3196376,1642189985884651
30000000,2151667,1642189985984624
30000000,4422358,1642189986083930
30000000,10399893,1642189986184630
30000000,3215866,1642189986284125
30000000,3241842,1642189986384763
30000000,3246918,1642189986484075
30000000,3226575,1642189986583983
30000000,3196258,1642189986684068
30000000,3216152,1642189986784673
30000000,3233583,1642189986884462
30000000,2186652,1642189986984449
30000000,4401997,1642189987084184
30000000,10497696,1642189987184533
30000000,3200710,1642189987284837
30000000,3248516,1642189987384548
30000000,4197671,1642189987484531
30000000,3204943,1642189987584410
30000000,4291575,1642189987684615
30000000,3174102,1642189987783967
30000000,3270414,1642189987883959
30000000,2127073,1642189987984676
30000000,4374602,1642189988083990
30000000,10508405,1642189988180657
30000000,3221124,1642189988284505
30000000,3262226,1642189988384194
30000000,3329842,1642189988483932
30000000,3222940,1642189988584806
30000000,3186695,1642189988680736
30000000,3184309,1642189988784605
30000000,3240526,1642189988884253
30000000,2152508,1642189988984207
30000000,4398751,1642189989084418
30000000,10346748,1642189989184051
30000000,3254018,1642189989284174
30000000,3298316,1642189989384739
30000000,3370448,1642189989484211
