0	91900
24212	91900
21231	91900
23857	91900
28974	91900
33464	91900
35468	91900
34265	91900
38474	91900
38471	91900
37381	91900
35414	91900
38031	91900
36758	91900
37184	91900
36904	91900
37163	91900
37459	91900
39923	91900
37894	91900
37226	91900
33682	91900
37085	91900
37939	91900
37902	91900
34681	91900
39904	91900
40350	91900
37276	91900
37805	91900
38359	91900
33523	91900
37013	91900
34938	91900
35807	91900
36543	91900
36037	91900
39236	91900
37420	91900
38302	91900
40303	91900
36990	91900
36815	91900
36586	91900
34859	91900
36891	91900
34484	91900
37684	91900
38082	91900
38988	91900
36699	91900
39108	91900
38408	91900
35201	91900
38384	91900
37486	91900
38772	91900
39059	91900
38621	91900
33519	91900
38640	91900
35853	91900
37157	91900
34844	91900
36677	91900
35008	91900
37817	91900
37528	91900
38334	91900
35164	91900
38399	91900
35968	91900
40299	91900
32492	91900
36133	91900
37526	91900
37157	91900
36319	91900
38472	91900
37648	91900
36392	91900
35064	91900
37551	91900
37090	91900
36649	91900
36628	91900
35380	91900
38572	91900
39209	91900
39327	91900
38498	91900
34550	91900
39860	91900
37841	91900
36651	91900
37129	91900
39460	91900
33262	91900
38843	91900
40038	91900
39059	91900
37636	91900
38144	91900
35723	91900
35118	91900
36728	91900
38407	91900
36151	91900
36802	91900
37351	91900
36616	91900
38732	91900
39715	91900
36171	91900
35933	91900
35937	91900
36669	91900
35630	91900
36200	91900
38334	91900
