30000000,23372143,1621531369478882
30000000,11018924,1621531369581067
30000000,5819181,1621531369680920
30000000,12186058,1621531370078414
30000000,9900771,1621531370178399
30000000,10887042,1621531370278374
30000000,13102393,1621531370378398
30000000,10357447,1621531370478427
30000000,6501631,1621531370582719
30000000,11020865,1621531370679172
30000000,5139243,1621531370779688
30000000,8782530,1621531370878377
30000000,8642219,1621531370978424
30000000,12968242,1621531371078698
30000000,11308338,1621531371179651
30000000,14407621,1621531371279752
30000000,22200410,1621531371378302
30000000,17211769,1621531371479267
30000000,26671254,1621531371579194
30000000,19672658,1621531371679975
30000000,22795152,1621531371778370
30000000,20736613,1621531371878291
30000000,25501678,1621531371979923
30000000,30000000,1621531372078594
30000000,30000000,1621531372182659
42000000,31922024,1621531372278554
33600000,31925318,1621531372380675
33600000,33600000,1621531372478341
33600000,33600000,1621531372579994
45600000,40406330,1621531372678315
57600000,35226187,1621531372780954
46080000,36899993,1621531372881077
46080000,38844934,1621531372978395
46080000,39934221,1621531373078303
46080000,39984836,1621531373179374
46080000,41822059,1621531373278482
46080000,44780686,1621531373378432
46080000,46002404,1621531373478342
46080000,42479449,1621531373578359
46080000,46080000,1621531373680726
46080000,46080000,1621531373779792
58080000,51971225,1621531373878400
70080000,55133427,1621531373979254
56064000,45769553,1621531374079327
56064000,55769344,1621531374179682
56064000,56064000,1621531374280802
68064000,62366490,1621531374378526
80064000,60206997,1621531374481820
64051000,57363350,1621531374582874
64051000,55984263,1621531374678799
64051000,62804216,1621531374778331
64051000,61984978,1621531374878311
64051000,60309532,1621531374978318
64051000,61128693,1621531375085324
64051000,51470474,1621531375179220
64051000,55232960,1621531375278434
64051000,58105425,1621531375378743
59051000,51270945,1621531375480185
59051000,52359726,1621531375579243
59051000,50251133,1621531375682150
59051000,51774405,1621531375778361
59051000,55601618,1621531375880165
59051000,45446817,1621531375978371
47240000,37977955,1621531376078344
47240000,41097235,1621531376178654
47240000,41931744,1621531376279670
47240000,47173303,1621531376379396
47240000,47240000,1621531376478370
47240000,41735744,1621531376578399
59240000,44485470,1621531376679098
47392000,47392000,1621531376778473
47392000,47392000,1621531376879166
59392000,52303778,1621531376979955
71392000,51649407,1621531377079331
57113000,50676437,1621531377178397
57113000,55160206,1621531377279505
57113000,55578594,1621531377378403
57113000,57113000,1621531377478580
57113000,56314391,1621531377579428
69113000,56755500,1621531377679445
69113000,59216850,1621531377778300
69113000,59425309,1621531377880517
69113000,52880413,1621531377980807
55290000,55290000,1621531378078327
55290000,55058803,1621531378178375
67290000,53050178,1621531378278315
53832000,53832000,1621531378378482
53832000,50179063,1621531378478650
53832000,53832000,1621531378578436
53832000,53832000,1621531378679446
65832000,55297323,1621531378778400
77832000,49504641,1621531378879228
62265000,56181101,1621531378978371
62265000,41084200,1621531379079061
49812000,41331824,1621531379178414
49812000,42548301,1621531379278396
49812000,47304585,1621531379378420
49812000,43510992,1621531379478645
49812000,49812000,1621531379580387
49812000,49812000,1621531379681238
49812000,49812000,1621531379778330
