0	100000	13:27:14
36546	100000	13:27:15
59682	100000	13:27:16
76153	100000	13:27:17
3319	100000	13:27:18
218	100000	13:27:19
467	100000	13:27:20
64153	100000	13:27:21
404	100000	13:27:22
3587	100000	13:27:23
343	100000	13:27:24
320	100000	13:27:25
381	100000	13:27:26
279	100000	13:27:27
138	100000	13:27:28
59	100000	13:27:29
39	100000	13:27:30
116	100000	13:27:31
6214	100000	13:27:32
95266	100000	13:27:33
51185	100000	13:27:34
63259	100000	13:27:35
332	100000	13:27:36
308	100000	13:27:37
343	100000	13:27:38
3462	100000	13:27:39
368	100000	13:27:40
510	100000	13:27:41
376	100000	13:27:42
385	100000	13:27:43
7024	100000	13:27:44
103309	100000	13:27:45
65717	100000	13:27:46
12504	100000	13:27:47
28	100000	13:27:48
96	100000	13:27:49
3392	100000	13:27:50
47	100000	13:27:51
1006	100000	13:27:52
69	100000	13:27:53
33195	100000	13:27:54
99002	100000	13:27:55
13294	100000	13:27:56
24	100000	13:27:57
51135	100000	13:27:58
6101	100000	13:27:59
2516	100000	13:28:00
49	100000	13:28:01
25	100000	13:28:02
56	100000	13:28:03
29	100000	13:28:04
3154	100000	13:28:05
47	100000	13:28:06
357	100000	13:28:07
54	100000	13:28:08
61	100000	13:28:09
70	100000	13:28:10
545	100000	13:28:11
3699	100000	13:28:12
22506	100000	13:28:13
99083	100000	13:28:14
10228	100000	13:28:15
19605	100000	13:28:16
45031	100000	13:28:17
53	100000	13:28:18
2170	100000	13:28:19
73	100000	13:28:20
46	100000	13:28:21
40	100000	13:28:22
60	100000	13:28:23
17	100000	13:28:24
28	100000	13:28:25
1722	100000	13:28:26
41	100000	13:28:27
39	100000	13:28:28
35	100000	13:28:29
46	100000	13:28:30
85	100000	13:28:31
43	100000	13:28:32
1446	100000	13:28:33
51	100000	13:28:34
13	100000	13:28:35
13	100000	13:28:36
158	100000	13:28:37
22	100000	13:28:38
11	100000	13:28:39
8087	100000	13:28:40
107119	100000	13:28:41
13858	100000	13:28:42
67926	100000	13:28:43
43	100000	13:28:44
46	100000	13:28:45
43	100000	13:28:46
38	100000	13:28:47
2118	100000	13:28:48
47	100000	13:28:49
63	100000	13:28:50
47	100000	13:28:51
48	100000	13:28:52
4744	100000	13:28:53
74458	100000	13:28:54
53931	100000	13:28:55
13329	100000	13:28:56
50074	100000	13:28:57
73	100000	13:28:58
46	100000	13:28:59
33	100000	13:29:00
376	100000	13:29:01
36	100000	13:29:02
40	100000	13:29:03
1485	100000	13:29:04
82	100000	13:29:05
21	100000	13:29:06
43	100000	13:29:07
208	100000	13:29:08
50	100000	13:29:09
53	100000	13:29:10
4917	100000	13:29:11
106102	100000	13:29:12
56082	100000	13:29:13
27092	100000	13:29:14
30	100000	13:29:15
47	100000	13:29:16
3016	100000	13:29:17
51	100000	13:29:18
52	100000	13:29:19
34	100000	13:29:20
51	100000	13:29:21
1174	100000	13:29:22
136	100000	13:29:23
51	100000	13:29:24
51	100000	13:29:25
39	100000	13:29:26
31	100000	13:29:27
49	100000	13:29:28
2930	100000	13:29:29
7695	100000	13:29:30
106262	100000	13:29:31
12680	100000	13:29:32
60	100000	13:29:33
78	100000	13:29:34
3086	100000	13:29:35
60835	100000	13:29:36
42	100000	13:29:37
1047	100000	13:29:38
42	100000	13:29:39
41	100000	13:29:40
67	100000	13:29:41
290	100000	13:29:42
32	100000	13:29:43
52	100000	13:29:44
48	100000	13:29:45
46	100000	13:29:46
60	100000	13:29:47
51	100000	13:29:48
50	100000	13:29:49
54	100000	13:29:50
42	100000	13:29:51
76	100000	13:29:52
34	100000	13:29:53
27	100000	13:29:54
