ok: got activation 56b3f672a0824dbbb3f672a082edbba8 { "namespace": "guest", "name": "extractImageMetadata", "version": "0.0.13", "subject": "guest", "activationId": "56b3f672a0824dbbb3f672a082edbba8", "start": 1643168181417, "end": 1643168184785, "duration": 3368, "statusCode": 0, "response": { "status": "success", "statusCode": 0, "success": true, "result": { "_attachments": { "test.jpg": { "content_type": "image/jpg", "digest": "md5-OKERppFjtY8spJYMvrBsqg==", "length": 2371746, "revpos": 1, "stub": true }, "thumbnail-test.jpg": { "content_type": "image/jpeg", "digest": "md5-cQ2J6qq8iyUTlDHmAoy1Iw==", "length": 43470, "revpos": 3, "stub": true } }, "_id": "doc-test", "_rev": "3-e6f312171aeaeecd2f794687debb65a2", "albumID": "image_database", "commTimes": [ 229, 0, 80, 304, 15 ], "dimensions": { "height": 3968, "width": 2976 }, "exifMake": "HUAWEI", "exifModel": "ALP-AL00", "fileSize": "2.26187MiB", "imageFormat": "image/jpeg", "latitude": { "D": 31, "Direction": "N", "M": 1, "S": 27 }, "longtitude": { "D": 121, "Direction": "E", "M": 26, "S": 15 }, "startTimes": [ "2022-01-26 03:36:22.208", "2022-01-26 03:36:23.806", "2022-01-26 03:36:23.807", "2022-01-26 03:36:23.887", "2022-01-26 03:36:24.768" ], "thumbnail": "thumbnail-test.jpg", "uploadTime": 1643168184783, "userID": "admin" } }, "logs": [ "2022-01-26T03:36:22.208881789Z stdout: ExtractImageMetadata invoked", "2022-01-26T03:36:22.238842799Z stdout: Jan 26, 2022 3:36:22 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:22.238878505Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:23.806624461Z stdout: TransformMetadata invoked", "2022-01-26T03:36:23.807236003Z stdout: Handler invoked", "2022-01-26T03:36:23.809201472Z stdout: Jan 26, 2022 3:36:23 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:23.809222275Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:23.887352837Z stdout: Thumbnail invoked", "2022-01-26T03:36:23.889112952Z stdout: Jan 26, 2022 3:36:23 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:23.889138751Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:24.524465189Z stdout: Jan 26, 2022 3:36:24 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:24.52448835Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:24.768359462Z stdout: StoreImageMetadata invoked", "2022-01-26T03:36:24.76952Z stdout: Jan 26, 2022 3:36:24 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:24.769539148Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover." ], "annotations": [ { "key": "path", "value": "guest/extractImageMetadata" }, { "key": "waitTime", "value": 7434 }, { "key": "kind", "value": "blackbox" }, { "key": "timeout", "value": false }, { "key": "limits", "value": { "concurrency": 1, "logs": 10, "memory": 256, "timeout": 60000 } }, { "key": "initTime", "value": 741 } ], "publish": false }

ok: got activation 5179fc8271ac4aafb9fc8271ac1aaf7d { "namespace": "guest", "name": "extractImageMetadata", "version": "0.0.13", "subject": "guest", "activationId": "5179fc8271ac4aafb9fc8271ac1aaf7d", "start": 1643168179840, "end": 1643168183302, "duration": 3462, "statusCode": 0, "response": { "status": "success", "statusCode": 0, "success": true, "result": { "_attachments": { "test.jpg": { "content_type": "image/jpg", "digest": "md5-OKERppFjtY8spJYMvrBsqg==", "length": 2371746, "revpos": 1, "stub": true }, "thumbnail-test.jpg": { "content_type": "image/jpeg", "digest": "md5-cQ2J6qq8iyUTlDHmAoy1Iw==", "length": 43470, "revpos": 2, "stub": true } }, "_id": "doc-test", "_rev": "2-8464b6a84715e1ffb8c1ef7f2d8101cd", "albumID": "image_database", "commTimes": [ 216, 0, 137, 423, 21 ], "dimensions": { "height": 3968, "width": 2976 }, "exifMake": "HUAWEI", "exifModel": "ALP-AL00", "fileSize": "2.26187MiB", "imageFormat": "image/jpeg", "latitude": { "D": 31, "Direction": "N", "M": 1, "S": 27 }, "longtitude": { "D": 121, "Direction": "E", "M": 26, "S": 15 }, "startTimes": [ "2022-01-26 03:36:20.614", "2022-01-26 03:36:22.126", "2022-01-26 03:36:22.127", "2022-01-26 03:36:22.264", "2022-01-26 03:36:23.279" ], "thumbnail": "thumbnail-test.jpg", "uploadTime": 1643168183300, "userID": "admin" } }, "logs": [ "2022-01-26T03:36:20.614738542Z stdout: ExtractImageMetadata invoked", "2022-01-26T03:36:20.64668628Z stdout: Jan 26, 2022 3:36:20 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:20.646707996Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:22.12666422Z stdout: TransformMetadata invoked", "2022-01-26T03:36:22.127147609Z stdout: Handler invoked", "2022-01-26T03:36:22.128528612Z stdout: Jan 26, 2022 3:36:22 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:22.128545453Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:22.265050587Z stdout: Thumbnail invoked", "2022-01-26T03:36:22.267026037Z stdout: Jan 26, 2022 3:36:22 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:22.267067916Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:22.922377793Z stdout: Jan 26, 2022 3:36:22 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:22.922416029Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:23.279561626Z stdout: StoreImageMetadata invoked", "2022-01-26T03:36:23.281752207Z stdout: Jan 26, 2022 3:36:23 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:23.281802053Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover." ], "annotations": [ { "key": "path", "value": "guest/extractImageMetadata" }, { "key": "waitTime", "value": 5272 }, { "key": "kind", "value": "blackbox" }, { "key": "timeout", "value": false }, { "key": "limits", "value": { "concurrency": 1, "logs": 10, "memory": 256, "timeout": 60000 } }, { "key": "initTime", "value": 725 } ], "publish": false }

ok: got activation f3d5df1b7a6a47e395df1b7a6af7e3c5 { "namespace": "guest", "name": "extractImageMetadata", "version": "0.0.13", "subject": "guest", "activationId": "f3d5df1b7a6a47e395df1b7a6af7e3c5", "start": 1643168183450, "end": 1643168188462, "duration": 5012, "statusCode": 0, "response": { "status": "success", "statusCode": 0, "success": true, "result": { "_attachments": { "test.jpg": { "content_type": "image/jpg", "digest": "md5-OKERppFjtY8spJYMvrBsqg==", "length": 2371746, "revpos": 1, "stub": true }, "thumbnail-test.jpg": { "content_type": "image/jpeg", "digest": "md5-cQ2J6qq8iyUTlDHmAoy1Iw==", "length": 43470, "revpos": 7, "stub": true } }, "_id": "doc-test", "_rev": "7-777bff4851dcd14ab5e8d7ff9eb76f76", "albumID": "image_database", "commTimes": [ 221, 0, 133, 987, 1128 ], "dimensions": { "height": 3968, "width": 2976 }, "exifMake": "HUAWEI", "exifModel": "ALP-AL00", "fileSize": "2.26187MiB", "imageFormat": "image/jpeg", "latitude": { "D": 31, "Direction": "N", "M": 1, "S": 27 }, "longtitude": { "D": 121, "Direction": "E", "M": 26, "S": 15 }, "startTimes": [ "2022-01-26 03:36:24.222", "2022-01-26 03:36:25.546", "2022-01-26 03:36:25.546", "2022-01-26 03:36:25.679", "2022-01-26 03:36:27.334" ], "thumbnail": "thumbnail-test.jpg", "uploadTime": 1643168188462, "userID": "admin" } }, "logs": [ "2022-01-26T03:36:24.222904817Z stdout: ExtractImageMetadata invoked", "2022-01-26T03:36:24.24673802Z stdout: Jan 26, 2022 3:36:24 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:24.246753507Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:25.546380075Z stdout: TransformMetadata invoked", "2022-01-26T03:36:25.546826237Z stdout: Handler invoked", "2022-01-26T03:36:25.548137273Z stdout: Jan 26, 2022 3:36:25 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:25.548153679Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:25.679551099Z stdout: Thumbnail invoked", "2022-01-26T03:36:25.681203281Z stdout: Jan 26, 2022 3:36:25 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:25.681219254Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:26.536277064Z stdout: Jan 26, 2022 3:36:26 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:26.536324879Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:27.334586678Z stdout: StoreImageMetadata invoked", "2022-01-26T03:36:27.33584226Z stdout: Jan 26, 2022 3:36:27 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:27.335857493Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover." ], "annotations": [ { "key": "path", "value": "guest/extractImageMetadata" }, { "key": "waitTime", "value": 8270 }, { "key": "kind", "value": "blackbox" }, { "key": "timeout", "value": false }, { "key": "limits", "value": { "concurrency": 1, "logs": 10, "memory": 256, "timeout": 60000 } }, { "key": "initTime", "value": 718 } ], "publish": false }

ok: got activation 7e5a9e382ce344dc9a9e382ce3e4dc60 { "namespace": "guest", "name": "extractImageMetadata", "version": "0.0.13", "subject": "guest", "activationId": "7e5a9e382ce344dc9a9e382ce3e4dc60", "start": 1643168182028, "end": 1643168185678, "duration": 3650, "statusCode": 0, "response": { "status": "success", "statusCode": 0, "success": true, "result": { "_attachments": { "test.jpg": { "content_type": "image/jpg", "digest": "md5-OKERppFjtY8spJYMvrBsqg==", "length": 2371746, "revpos": 1, "stub": true }, "thumbnail-test.jpg": { "content_type": "image/jpeg", "digest": "md5-cQ2J6qq8iyUTlDHmAoy1Iw==", "length": 43470, "revpos": 4, "stub": true } }, "_id": "doc-test", "_rev": "4-a374686c31a6c086a28c46a9ef600bda", "albumID": "image_database", "commTimes": [ 271, 0, 92, 576, 15 ], "dimensions": { "height": 3968, "width": 2976 }, "exifMake": "HUAWEI", "exifModel": "ALP-AL00", "fileSize": "2.26187MiB", "imageFormat": "image/jpeg", "latitude": { "D": 31, "Direction": "N", "M": 1, "S": 27 }, "longtitude": { "D": 121, "Direction": "E", "M": 26, "S": 15 }, "startTimes": [ "2022-01-26 03:36:22.730", "2022-01-26 03:36:24.419", "2022-01-26 03:36:24.419", "2022-01-26 03:36:24.512", "2022-01-26 03:36:25.661" ], "thumbnail": "thumbnail-test.jpg", "uploadTime": 1643168185676, "userID": "admin" } }, "logs": [ "2022-01-26T03:36:22.730824147Z stdout: ExtractImageMetadata invoked", "2022-01-26T03:36:22.819244399Z stdout: Jan 26, 2022 3:36:22 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:22.819282019Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:24.419528918Z stdout: TransformMetadata invoked", "2022-01-26T03:36:24.420091892Z stdout: Handler invoked", "2022-01-26T03:36:24.421484622Z stdout: Jan 26, 2022 3:36:24 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:24.42150337Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:24.512620455Z stdout: Thumbnail invoked", "2022-01-26T03:36:24.514493704Z stdout: Jan 26, 2022 3:36:24 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:24.514510709Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:25.151539115Z stdout: Jan 26, 2022 3:36:25 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:25.151577535Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:25.661390102Z stdout: StoreImageMetadata invoked", "2022-01-26T03:36:25.662704013Z stdout: Jan 26, 2022 3:36:25 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:25.66272295Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover." ], "annotations": [ { "key": "path", "value": "guest/extractImageMetadata" }, { "key": "waitTime", "value": 6255 }, { "key": "kind", "value": "blackbox" }, { "key": "timeout", "value": false }, { "key": "limits", "value": { "concurrency": 1, "logs": 10, "memory": 256, "timeout": 60000 } }, { "key": "initTime", "value": 647 } ], "publish": false }

ok: got activation c4c96d037fb74b61896d037fb70b6139 { "namespace": "guest", "name": "extractImageMetadata", "version": "0.0.13", "subject": "guest", "activationId": "c4c96d037fb74b61896d037fb70b6139", "start": 1643168183623, "end": 1643168194566, "duration": 10943, "statusCode": 0, "response": { "status": "success", "statusCode": 0, "success": true, "result": { "_attachments": { "test.jpg": { "content_type": "image/jpg", "digest": "md5-OKERppFjtY8spJYMvrBsqg==", "length": 2371746, "revpos": 1, "stub": true }, "thumbnail-test.jpg": { "content_type": "image/jpeg", "digest": "md5-cQ2J6qq8iyUTlDHmAoy1Iw==", "length": 43470, "revpos": 10, "stub": true } }, "_id": "doc-test", "_rev": "10-86cb93056a8f5346439dcbd44a9b5562", "albumID": "image_database", "commTimes": [ 411, 0, 111, 5069, 2692 ], "dimensions": { "height": 3968, "width": 2976 }, "exifMake": "HUAWEI", "exifModel": "ALP-AL00", "fileSize": "2.26187MiB", "imageFormat": "image/jpeg", "latitude": { "D": 31, "Direction": "N", "M": 1, "S": 27 }, "longtitude": { "D": 121, "Direction": "E", "M": 26, "S": 15 }, "startTimes": [ "2022-01-26 03:36:24.373", "2022-01-26 03:36:25.929", "2022-01-26 03:36:25.930", "2022-01-26 03:36:26.041", "2022-01-26 03:36:31.873" ], "thumbnail": "thumbnail-test.jpg", "uploadTime": 1643168194565, "userID": "admin" } }, "logs": [ "2022-01-26T03:36:24.374181873Z stdout: ExtractImageMetadata invoked", "2022-01-26T03:36:24.443505501Z stdout: Jan 26, 2022 3:36:24 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:24.44352922Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:25.92980142Z stdout: TransformMetadata invoked", "2022-01-26T03:36:25.930145091Z stdout: Handler invoked", "2022-01-26T03:36:25.931259307Z stdout: Jan 26, 2022 3:36:25 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:25.931269245Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:26.041472887Z stdout: Thumbnail invoked", "2022-01-26T03:36:26.044457868Z stdout: Jan 26, 2022 3:36:26 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:26.044476327Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:27.320028148Z stdout: Jan 26, 2022 3:36:27 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:27.320079825Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover.", "2022-01-26T03:36:31.873734825Z stdout: StoreImageMetadata invoked", "2022-01-26T03:36:31.874667138Z stdout: Jan 26, 2022 3:36:31 AM com.cloudant.client.api.ClientBuilder build", "2022-01-26T03:36:31.874695172Z stdout: WARNING: DNS cache lifetime may be too long. DNS cache lifetimes in excess of 30 seconds may impede client operation during cluster failover." ], "annotations": [ { "key": "path", "value": "guest/extractImageMetadata" }, { "key": "waitTime", "value": 7249 }, { "key": "kind", "value": "blackbox" }, { "key": "timeout", "value": false }, { "key": "limits", "value": { "concurrency": 1, "logs": 10, "memory": 256, "timeout": 60000 } }, { "key": "initTime", "value": 728 } ], "publish": false }

