start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643168181417, 1643168184785, 229, 0, 80, 304, 15
1643168179840, 1643168183302, 216, 0, 137, 423, 21
1643168183450, 1643168188462, 221, 0, 133, 987, 1128
1643168182028, 1643168185678, 271, 0, 92, 576, 15
1643168183623, 1643168194566, 411, 0, 111, 5069, 2692
1643168183309, 1643168188405, 272, 0, 163, 793, 1118
1643168182873, 1643168186532, 273, 0, 79, 758, 14
1643168184481, 1643168190302, 254, 0, 109, 2431, 16
1643168185080, 1643168194163, 1067, 0, 199, 4793, 88
1643168184614, 1643168194022, 685, 0, 183, 5361, 60
1643168186234, 1643168194162, 405, 0, 170, 4390, 88
1643168187817, 1643168204378, 3227, 0, 550, 5398, 4349
1643168187527, 1643168195662, 940, 0, 708, 3319, 36
1643168188247, 1643168204379, 909, 0, 558, 6834, 4454
1643168187625, 1643168195835, 1400, 0, 211, 3116, 287
1643168188305, 1643168204380, 993, 0, 421, 6933, 4204
1643168183603, 1643168188419, 65, 0, 104, 2068, 97
1643168189458, 1643168204378, 644, 0, 174, 6547, 4513
1643168190050, 1643168197459, 1866, 0, 127, 2420, 107
1643168185403, 1643168194229, 1067, 0, 116, 5535, 30
1643168186010, 1643168194566, 380, 0, 207, 2980, 2692
1643168186603, 1643168194161, 200, 0, 144, 4602, 89
1643168192436, 1643168208786, 2234, 0, 295, 6929, 3653
1643168192286, 1643168213876, 2575, 0, 952, 9855, 4887
1643168193625, 1643168212910, 1575, 0, 979, 9108, 4205
1643168189003, 1643168194395, 148, 0, 225, 2696, 35
1643168189622, 1643168195662, 446, 0, 251, 3016, 35
1643168190216, 1643168204378, 1637, 0, 552, 5184, 4201
1643168190822, 1643168201010, 280, 0, 1072, 6159, 73
1643168196618, 1643168212909, 2189, 0, 389, 6514, 4123
1643168197306, 1643168209125, 2239, 0, 206, 6020, 13
1643168198857, 1643168219305, 5012, 0, 492, 11524, 47
1643168198403, 1643168219275, 5503, 0, 593, 11434, 19
1643168199000, 1643168219278, 4823, 0, 485, 11549, 21
1643168194419, 1643168208785, 554, 0, 186, 7446, 3808
1643168195015, 1643168209126, 2279, 0, 364, 8926, 14
1643168195619, 1643168207061, 724, 0, 1256, 6815, 189
1643168196220, 1643168212909, 263, 0, 1095, 8563, 4341
1643168196822, 1643168209127, 396, 0, 636, 8970, 13
1643168197420, 1643168215565, 427, 0, 332, 9423, 5518
1643168198027, 1643168212909, 421, 0, 147, 7626, 4206
1643168198626, 1643168215329, 1738, 0, 262, 6934, 5299
1643168199224, 1643168219122, 5415, 0, 278, 6086, 6047
1643168199823, 1643168219274, 4817, 0, 607, 11347, 18
1643168200441, 1643168225878, 4026, 0, 182, 15427, 3332
1643168201025, 1643168220388, 4405, 0, 282, 11989, 78
1643168201623, 1643168218922, 2151, 0, 223, 6933, 5847
1643168207556, 1643168224217, 5265, 0, 395, 7494, 77
1643168208035, 1643168240430, 4902, 0, 1014, 13143, 9790
1643168207719, 1643168240429, 4460, 0, 261, 13949, 9790
1643168208188, 1643168226369, 4934, 0, 285, 6785, 3302
1643168204638, 1643168219275, 345, 0, 481, 11502, 18
1643168205241, 1643168230471, 4293, 0, 409, 13710, 4231
1643168205841, 1643168225879, 321, 0, 526, 13407, 3333
1643168206437, 1643168219710, 922, 0, 174, 9599, 98
1643168207041, 1643168221714, 583, 0, 890, 10711, 82
1643168207646, 1643168240429, 5866, 0, 445, 14189, 9682
1643168212425, 1643168240430, 7177, 0, 740, 6747, 9682
1643168208847, 1643168240430, 5271, 0, 871, 12939, 9791
1643168209436, 1643168225879, 5375, 0, 702, 4330, 3369
1643168210050, 1643168223631, 7215, 0, 350, 3515, 124
1643168210642, 1643168244807, 9504, 0, 305, 17519, 4000
1643168211257, 1643168244809, 8656, 0, 332, 17239, 4002
1643168216004, 1643168244808, 4762, 0, 187, 16232, 4001
1643168217742, 1643168240429, 1506, 0, 148, 8224, 9791
1643168213046, 1643168223963, 222, 0, 259, 6720, 427
1643168213660, 1643168243936, 6346, 0, 533, 13593, 6461
1643168214259, 1643168239869, 5749, 0, 385, 6564, 9122
1643168214854, 1643168240429, 5293, 0, 464, 6471, 9790
1643168215462, 1643168244807, 4545, 0, 225, 17388, 4000
1643168216051, 1643168243834, 4095, 0, 461, 19838, 39
1643168216657, 1643168240429, 4633, 0, 231, 7292, 8837
1643168224443, 1643168244807, 515, 0, 1854, 9866, 3949
1643168225062, 1643168243834, 851, 0, 1844, 12615, 40
1643168226725, 1643168258914, 3226, 0, 284, 20631, 4760
